Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude
"Chavagnac,Auvergne-Rhone-Alpes,Cantal,Chateau,15e siecle;17e siecle,45.1534937606, 2.88462626386"
"Sallenoves,Auvergne-Rhone-Alpes,Haute-Savoie,Chateau,15e siecle;16e siecle,46.0111158997, 5.99543948231"
"Bossancourt,Grand Est,Aube,Chateau,3e quart 18e siecle;2e quart 19e siecle,48.2823526542, 4.60060390201"
Denonville,Centre-Val de Loire,Eure-et-Loir,Chateau,18e siecle,48.3921923744, 1.81003765205
"Sainte-Colombe,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,17e siecle;1ere moitie 18e siecle,47.4275341438, 4.45765727782"
"Palluau-sur-Indre,Centre-Val de Loire,Indre,Chateau,12e siecle;15e siecle;16e siecle,46.9446938096, 1.31167037766"
Chamaret,Auvergne-Rhone-Alpes,Drome,Chateau,12e siecle,44.3952201427, 4.88254367006
Mantry,Bourgogne-Franche-Comte,Jura,Chateau,4e quart 17e siecle,46.7960189474, 5.55844535803
"Ampuis,Auvergne-Rhone-Alpes,Rhone,Chateau,16e siecle;17e siecle,45.4856290748, 4.81344842784"
"Domecy-sur-Cure,Bourgogne-Franche-Comte,Yonne,Chateau,15e siecle;17e siecle,47.4112070739, 3.79797302783"
"Sonnaz,Auvergne-Rhone-Alpes,Savoie,Chateau,15e siecle;16e siecle;17e siecle,45.619200265, 5.91461094688"
"Festieux,Hauts-de-France,Aisne,Chateau,14e siecle;15e siecle;17e siecle;18e siecle,49.528811, 3.755087"
"Quemigny-sur-Seine,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,13e siecle;14e siecle;17e siecle,47.6626215067, 4.66977461714"
Charmes-en-l'Angle,Grand Est,Haute-Marne,Chateau,18e siecle,48.3731814971, 5.00453962261
"Villeneuve-sous-Pymont,Bourgogne-Franche-Comte,Jura,Chateau,1ere moitie 13e siecle;14e siecle,46.6884567424, 5.54425664646"
"Neuville-en-Verdunois,Grand Est,Meuse,Chateau,2e moitie 16e siecle;18e siecle,48.9434519968, 5.29657088025"
"La Selle-sur-le-Bied,Centre-Val de Loire,Loiret,Chateau,2e quart 17e siecle;1er quart 20e siecle,48.0627647644, 2.89609027002"
"Vadencourt,Hauts-de-France,Somme,Chateau,17e siecle;18e siecle,50.0056304386, 2.48886319067"
"Lorentzen,Grand Est,Bas-Rhin,Chateau,1ere moitie 14e siecle;16e siecle;18e siecle;1er quart 19e siecle,48.9531682416, 7.17657652844"
"Villers-aux-Bois,Grand Est,Marne,Chateau,17e siecle;19e siecle,48.9312992875, 3.93493323105"
"Lignou,Normandie,Orne,Chateau,4e quart 16e siecle;19e siecle,48.6730569056, -0.336260209105"
"Barberey-Saint-Sulpice,Grand Est,Aube,Chateau,16e siecle;2e quart 17e siecle;2e moitie 18e siecle,48.3375006967, 4.03762617491"
"Olendon,Normandie,Calvados,Chateau,1er quart 17e siecle;1er quart 18e siecle,48.9693827295, -0.163461930426"
Eulmont,Grand Est,Meurthe-et-Moselle,Chateau,milieu 18e siecle,48.7531408351, 6.22888865649
"Sandaucourt,Grand Est,Vosges,Chateau,16e siecle;17e siecle,48.2635384958, 5.84767388395"
Dourdan,Ile-de-France,Essonne,Chateau,13e siecle,48.5299662506, 2.01142658364
"Puisseguin,Nouvelle-Aquitaine,Gironde,Chateau,14e siecle;17e siecle,44.9342622906, -0.0422927310103"
"Saint-Andre-d'Hebertot,Normandie,Calvados,Chateau,17e siecle;18e siecle,49.300013, 0.289154"
"Grandvilliers,Normandie,Eure,Chateau,15e siecle;16e siecle;18e siecle;19e siecle,48.8041463391, 1.10685855693"
Egreville,Ile-de-France,Seine-et-Marne,Chateau,16e siecle,48.1739202246, 2.86742755904
Sainte-Suzanne,Pays-de-la-Loire,Mayenne,Chateau,1er quart 17e siecle,48.0965397183, -0.34821093757
Esquay-sur-Seulles,Normandie,Calvados,Chateau,17e siecle,49.2730117721, -0.617153733857
"Bardou,Nouvelle-Aquitaine,Dordogne,Chateau,14e siecle;15e siecle;18e siecle,44.738505, 0.685397"
Marcellus,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau,2e moitie 18e siecle,44.479374, 0.078543
Yversay,Nouvelle-Aquitaine,Vienne,Chateau,2e moitie 18e siecle,46.678591, 0.214547
"Bressuire,Nouvelle-Aquitaine,Deux-Sevres,Chateau,4e quart 12e siecle;1er quart 13e siecle,46.8420081093, -0.498905475549"
Sanzay,Nouvelle-Aquitaine,Deux-Sevres,Chateau,13e siecle,46.9601370914, -0.4412108083
"Montrevel,Auvergne-Rhone-Alpes,Isere,Chateau,15e siecle;17e siecle,45.4869514351, 5.39687276325"
Dramelay,Bourgogne-Franche-Comte,Jura,Chateau,1ere moitie 13e siecle,46.404060329, 5.52372035482
"Ainay-le-Vieil,Centre-Val de Loire,Cher,Chateau,14e siecle;15e siecle;16e siecle;17e siecle;19e siecle,46.655075, 2.540195"
Marcilly-sur-Maulne,Centre-Val de Loire,Indre-et-Loire,Chateau,16e siecle,47.549359, 0.225232
"Fresneaux-Montchevreuil,Hauts-de-France,Oise,Chateau,15e siecle;17e siecle,49.280392, 2.003236"
"La Pierre,Auvergne-Rhone-Alpes,Isere,Chateau,15e siecle;16e siecle,45.2922343208, 5.94672104538"
Fontaine-les-Bassets,Normandie,Orne,Chateau,18e siecle,48.855658, 0.001564
Izeste,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Chateau,15e siecle,43.0906781691, -0.425921051766
Chateldon,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau,12e siecle,45.9756907148, 3.52069194918
"Raray,Hauts-de-France,Oise,Chateau,16e siecle;17e siecle,49.266894, 2.725306"
Henonville,Hauts-de-France,Oise,Chateau,18e siecle,49.2063382706, 2.05326687881
"Fleury-en-Biere,Ile-de-France,Seine-et-Marne,Chateau,12e siecle;16e siecle;18e siecle,48.4433728925, 2.54376735334"
"Glenay,Nouvelle-Aquitaine,Deux-Sevres,Chateau,4e quart 15e siecle;1er quart 16e siecle,46.8576961439, -0.259962754535"
Burie,Nouvelle-Aquitaine,Charente-Maritime,Chateau,2e quart 16e siecle,45.7719297084, -0.422339232366
Saint-Julien-l'Ars,Nouvelle-Aquitaine,Vienne,Chateau,14e siecle,46.554987, 0.484513
"Barbentane,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Chateau,3e quart 17e siecle;3e quart 18e siecle,43.9010393241, 4.74713783228"
Baye,Grand Est,Marne,Chateau,1ere moitie 18e siecle,48.8523525502, 3.76378615185
Arry,Hauts-de-France,Somme,Chateau,3e quart 18e siecle,50.2758376796, 1.72824491624
"Fumichon,Normandie,Calvados,Chateau,16e siecle;17e siecle,49.170958, 0.376087"
"Rilhac-Xaintrie,Nouvelle-Aquitaine,Correze,Chateau,15e siecle;16e siecle;19e siecle,45.1660743951, 2.19532399558"
"Saint-Maixant,Nouvelle-Aquitaine,Creuse,Chateau,1er quart 14e siecle;1er quart 15e siecle,45.9928146395, 2.20836771367"
Posanges,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,15e siecle,47.4182634138, 4.52621367475
"Nan-sous-Thil,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,16e siecle;17e siecle,47.3733883585, 4.36514767155"
"Rougemont-le-Chateau,Bourgogne-Franche-Comte,Territoire de Belfort,Chateau,4e quart 12e siecle;13e siecle;14e siecle,47.7479233043, 6.96665225763"
"Chambonas,Auvergne-Rhone-Alpes,Ardeche,Chateau,17e siecle;18e siecle;1er quart 19e siecle,44.425771, 4.13104"
"Saint-Maime,Provence-Alpes-Cote-d'Azur,Alpes-de-Haute-Provence,Chateau,12e siecle;13e siecle,43.9048150423, 5.79257622874"
"Brazey-en-Morvan,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,17e siecle;4e quart 18e siecle,47.1777792324, 4.29013084623"
"Pionsat,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau,14e siecle;15e siecle;16e siecle,46.1090591232, 2.69573466038"
Colombe-les-Vesoul,Bourgogne-Franche-Comte,Haute-Saone,Chateau,18e siecle,47.6114203172, 6.20923086762
Saint-Amand-en-Puisaye,Bourgogne-Franche-Comte,Nievre,Chateau,16e siecle,47.5317544388, 3.0739615246
Hedauville,Hauts-de-France,Somme,Chateau,18e siecle,50.044851366, 2.56832785851
"Etienville,Normandie,Manche,Chateau,16e siecle;18e siecle;19e siecle,49.374660257, -1.43458201973"
"Aunay-les-Bois,Normandie,Orne,Chateau,17e siecle;18e siecle;19e siecle,48.546162, 0.296697"
Rabodanges,Normandie,Orne,Chateau,17e siecle,48.799506, -0.276682
Bazeilles,Grand Est,Ardennes,Chateau,18e siecle,49.6742862076, 4.98181779758
"Joannas,Auvergne-Rhone-Alpes,Ardeche,Chateau,12e siecle;15e siecle,44.5645556278, 4.2521317585"
"Vaux-le-Penil,Ile-de-France,Seine-et-Marne,Chateau,18e siecle;19e siecle,48.5333475641, 2.6708680651"
"Lusigny-sur-Ouche,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,16e siecle;17e siecle,47.0882116288, 4.67388692809"
"Folleville,Hauts-de-France,Somme,Chateau,14e siecle;15e siecle,49.6771124919, 2.36249930417"
Fallon,Bourgogne-Franche-Comte,Haute-Saone,Chateau,18e siecle,47.508335543, 6.48479689387
"Chaulieu,Normandie,Manche,Chateau,17e siecle;18e siecle,48.7579436818, -0.857362896281"
"Villers-en-Arthies,Ile-de-France,Val-d'Oise,Chateau,17e siecle;4e quart 18e siecle,49.092521508, 1.72324915847"
Barbezieres,Nouvelle-Aquitaine,Charente,Chateau,15e siecle,45.9115668187, -0.0902219769857
"Genissac,Nouvelle-Aquitaine,Gironde,Chateau,14e siecle;15e siecle;16e siecle,44.8463161706, -0.246404736323"
"Bonnes,Nouvelle-Aquitaine,Charente,Chateau,1ere moitie 16e siecle;17e siecle,45.239934, 0.148977"
"Bourg-Archambault,Nouvelle-Aquitaine,Vienne,Chateau,13e siecle;4e quart 15e siecle;16e siecle;19e siecle,46.3822358303, 1.00169132614"
"Nemours,Ile-de-France,Seine-et-Marne,Chateau,1ere moitie 12e siecle;14e siecle;15e siecle;17e siecle,48.2649376471, 2.69666248075"
"Gonneville,Normandie,Manche,Chateau,15e siecle;16e siecle;17e siecle,49.618199, -1.475579"
"Montreuil-Bellay,Pays-de-la-Loire,Maine-et-Loire,Chateau,11e siecle;13e siecle;14e siecle;17e siecle,47.1333613152, -0.154941166347"
"La Boissiere,Pays-de-la-Loire,Mayenne,Chateau,14e siecle;15e siecle,47.774727, -0.971467"
Brugheas,Auvergne-Rhone-Alpes,Allier,Chateau,18e siecle,46.0767971136, 3.36638403186
"Bissy-sur-Fley,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau,4e quart 15e siecle;1er quart 16e siecle,46.6635515568, 4.62222002879"
"Montigny-sur-Avre,Centre-Val de Loire,Eure-et-Loir,Chateau,17e siecle;18e siecle;19e siecle,48.7301161627, 1.02464624416"
Saulxures-sur-Moselotte,Grand Est,Vosges,Chateau,milieu 19e siecle,47.9475122048, 6.76785000708
"Ambleville,Ile-de-France,Val-d'Oise,Chateau,1ere moitie 16e siecle;18e siecle;2e quart 20e siecle;4e quart 20e siecle,49.15047297, 1.69542753952"
"Fresney-le-Puceux,Normandie,Calvados,Chateau,16e siecle;17e siecle,49.0616202693, -0.370231633079"
Saint-Pierre-du-Jonquet,Normandie,Calvados,Chateau,milieu 18e siecle,49.1686857172, -0.127109699824
Couterne,Normandie,Orne,Chateau,16e siecle,48.5351810291, -0.413328832191
Sirod,Bourgogne-Franche-Comte,Jura,Chateau,2e moitie 16e siecle,46.7309281941, 5.98854236026
"Montigny-les-Arsures,Bourgogne-Franche-Comte,Jura,Chateau,1er quart 15e siecle;17e siecle;1er quart 19e siecle,46.9250322755, 5.78043841084"
"Jarze,Pays-de-la-Loire,Maine-et-Loire,Chateau,4e quart 15e siecle;4e quart 18e siecle;1er quart 19e siecle,47.5549128412, -0.24403116252"
"Maintenon,Centre-Val de Loire,Eure-et-Loir,Chateau,12e siecle;17e siecle;18e siecle,48.5799291543, 1.58286956621"
"Vitry-la-Ville,Grand Est,Marne,Chateau,2e moitie 18e siecle;19e siecle;1er quart 20e siecle,48.8414502686, 4.46271962618"
"Moyen,Grand Est,Meurthe-et-Moselle,Chateau,15e siecle;16e siecle,48.4822623565, 6.57048089927"
"Ancenis,Pays-de-la-Loire,Loire-Atlantique,Chateau,12e siecle;14e siecle;15e siecle;16e siecle,47.385874, -1.197698"
"Meyrargues,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Chateau,13e siecle;14e siecle;16e siecle,43.6342065368, 5.52996564803"
Sassenage,Auvergne-Rhone-Alpes,Isere,Chateau,17e siecle,45.2098988243, 5.65918610786
"Quingey,Bourgogne-Franche-Comte,Doubs,Chateau,13e siecle;15e siecle,47.1023367494, 5.88319759528"
"Oigny-en-Valois,Hauts-de-France,Aisne,Chateau,16e siecle;17e siecle,49.220178, 3.12273"
"Villiers-Saint-Denis,Hauts-de-France,Aisne,Chateau,18e siecle;19e siecle,48.994724, 3.268049"
"Courquetaine,Ile-de-France,Seine-et-Marne,Chateau,1ere moitie 17e siecle;19e siecle,48.6771050877, 2.74529695684"
Vierville,Normandie,Manche,Chateau,1ere moitie 18e siecle,49.3584351568, -1.24497077191
Fals,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau,18e siecle,44.107297, 0.691969
"Saint-Bonnet-les-Oules,Auvergne-Rhone-Alpes,Loire,Chateau,17e siecle;4e quart 19e siecle,45.5429263892, 4.32935617646"
Beaulon,Auvergne-Rhone-Alpes,Allier,Chateau,19e siecle,46.6001375965, 3.6705064579
Beaumont-sur-Vingeanne,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,1er quart 18e siecle,47.4601123409, 5.36573204366
"Pin,Bourgogne-Franche-Comte,Haute-Saone,Chateau,15e siecle;16e siecle;18e siecle,47.3220701723, 5.86644309454"
"Blancey,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,4e quart 16e siecle;17e siecle;18e siecle,47.303579948, 4.46151893731"
Lignieres,Centre-Val de Loire,Cher,Chateau,3e quart 17e siecle,46.7496699924, 2.17889257548
Nogent-le-Roi,Centre-Val de Loire,Eure-et-Loir,Chateau,4e quart 15e siecle,48.635761, 1.525606
"Chemery,Centre-Val de Loire,Loir-et-Cher,Chateau,1er siecle;15e siecle;16e siecle,47.3451554226, 1.48025828355"
Dampierre-en-Burly,Centre-Val de Loire,Loiret,Chateau,17e siecle,47.7616251442, 2.51692518202
"Saint-Florent-sur-Cher,Centre-Val de Loire,Cher,Chateau,15e siecle;16e siecle,46.993468354, 2.24410501781"
"Villebon,Centre-Val de Loire,Eure-et-Loir,Chateau,15e siecle;16e siecle;17e siecle,48.3908271527, 1.2070875129"
"Saint-Baslemont,Grand Est,Vosges,Chateau,16e siecle;17e siecle,48.1516099162, 5.99362874493"
"Merelessart,Hauts-de-France,Somme,Chateau,17e siecle;18e siecle;19e siecle,49.9726982433, 1.8527059187"
"Le Meux,Hauts-de-France,Oise,Chateau,2e quart 17e siecle;18e siecle;19e siecle,49.364694, 2.745733"
Roinville,Ile-de-France,Essonne,Chateau,1ere moitie 17e siecle,48.5307275462, 2.0453179046
"Plaisir,Ile-de-France,Yvelines,Chateau,17e siecle;18e siecle,48.8134135108, 1.95267340356"
"Cherveux,Nouvelle-Aquitaine,Deux-Sevres,Chateau,14e siecle;15e siecle,46.4165572095, -0.355410599437"
"Monts-sur-Guesnes,Nouvelle-Aquitaine,Vienne,Chateau,14e siecle;15e siecle;18e siecle,46.913773, 0.195999"
Lacarre,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Chateau,4e quart 19e siecle,43.1922452318, -1.16388857695
"Chevillon,Bourgogne-Franche-Comte,Yonne,Chateau,15e siecle;17e siecle,47.9224329645, 3.17232210083"
Cuverville,Normandie,Seine-Maritime,Chateau,18e siecle,49.666772, 0.264205
Bouligneux,Auvergne-Rhone-Alpes,Ain,Chateau,17e siecle,46.0240254856, 4.99139146835
"Poce-sur-Cisse,Centre-Val de Loire,Indre-et-Loire,Chateau,15e siecle;19e siecle,47.440068, 0.984079"
"Saint-Denis-sur-Loire,Centre-Val de Loire,Loir-et-Cher,Chateau,16e siecle;17e siecle;18e siecle,47.6265162137, 1.39149211538"
"Dampierre,Grand Est,Aube,Chateau,16e siecle;3e quart 17e siecle,48.5506720283, 4.36365100928"
Morey,Grand Est,Meurthe-et-Moselle,Chateau,17e siecle,48.8275675994, 6.16275453698
"Le Fresne-Camilly,Normandie,Calvados,Chateau,1ere moitie 17e siecle;1ere moitie 19e siecle,49.2503749757, -0.484736320187"
Vernie,Pays-de-la-Loire,Sarthe,Chateau,17e siecle,48.182565, 0.022432
Belves,Nouvelle-Aquitaine,Dordogne,Chateau,16e siecle,44.7761586437, 1.00578134125
"Aiguines,Provence-Alpes-Cote-d'Azur,Var,Chateau,1er quart 17e siecle;milieu 18e siecle,43.7735667371, 6.24087377441"
"Noaillan,Nouvelle-Aquitaine,Gironde,Chateau,13e siecle;14e siecle;16e siecle;17e siecle,44.4791761518, -0.369586880401"
"Osthouse,Grand Est,Bas-Rhin,Chateau,15e siecle;16e siecle;18e siecle,48.3995646536, 7.63919758764"
"L'Hermenault,Pays-de-la-Loire,Vendee,Chateau,15e siecle;16e siecle;17e siecle;18e siecle,46.5205526997, -0.893477851505"
"Le Castellet,Provence-Alpes-Cote-d'Azur,Var,Chateau,12e siecle;18e siecle,43.2036438898, 5.7766980174"
Lurcy-Levis,Auvergne-Rhone-Alpes,Allier,Chateau,17e siecle,46.7038467526, 2.9218708654
Barbeville,Normandie,Calvados,Chateau,18e siecle,49.2770872794, -0.74691119683
Soye,Bourgogne-Franche-Comte,Doubs,Chateau,16e siecle,47.4420417435, 6.49702840021
"Toury-Lurcy,Bourgogne-Franche-Comte,Nievre,Chateau,12e siecle;2e moitie 18e siecle;4e quart 19e siecle,46.7379480167, 3.42481204265"
Marigny,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau,1ere moitie 12e siecle,46.6716854075, 4.45778216942
"Puiseux-le-Hauberger,Hauts-de-France,Oise,Chateau,17e siecle;18e siecle;19e siecle,49.2174563, 2.23492161062"
Saint-Paul-de-Varax,Auvergne-Rhone-Alpes,Ain,Chateau,15e siecle,46.0996239418, 5.14283433428
Peyrins,Auvergne-Rhone-Alpes,Drome,Chateau,16e siecle,45.0884315532, 5.05306551069
"Montceaux-les-Meaux,Ile-de-France,Seine-et-Marne,Chateau,16e siecle;17e siecle,48.9463464214, 2.98386048223"
Hermival-les-Vaux,Normandie,Calvados,Chateau,17e siecle,49.166207, 0.287236
"Vallerois-le-Bois,Bourgogne-Franche-Comte,Haute-Saone,Chateau,12e siecle;13e siecle;15e siecle;16e siecle,47.5489791409, 6.28763773007"
Flamanville,Normandie,Manche,Chateau,17e siecle,49.5269246186, -1.86989707655
"Villebadin,Normandie,Orne,Chateau,17e siecle;18e siecle,48.750971, 0.150856"
Courbouzon,Bourgogne-Franche-Comte,Jura,Chateau,2e quart 18e siecle,46.6502698977, 5.52910974519
"Aunay-en-Bazois,Bourgogne-Franche-Comte,Nievre,Chateau,17e siecle;18e siecle,47.1187194062, 3.69916533409"
"Limpiville,Normandie,Seine-Maritime,Chateau,17e siecle;19e siecle,49.687815, 0.499346"
Escoire,Nouvelle-Aquitaine,Dordogne,Chateau,2e moitie 18e siecle,45.208916, 0.847552
"Alluyes,Centre-Val de Loire,Eure-et-Loir,Chateau,12e siecle;13e siecle;15e siecle;16e siecle,48.2286168637, 1.36310183581"
"Genille,Centre-Val de Loire,Indre-et-Loire,Chateau,2e moitie 15e siecle;1ere moitie 16e siecle,47.1843677083, 1.09544294993"
"Villers-Cotterets,Hauts-de-France,Aisne,Chateau,16e siecle;18e siecle,49.250192, 3.082961"
"Cuise-la-Motte,Hauts-de-France,Oise,Chateau,14e siecle;15e siecle;16e siecle;17e siecle,49.3853957474, 3.00895696272"
Saint-Pierre-du-Mont,Normandie,Calvados,Chateau,2e moitie 16e siecle,49.3882803223, -0.983584618236
Crasville-la-Rocquefort,Normandie,Seine-Maritime,Chateau,17e siecle,49.806347, 0.870905
"Frechou,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau,13e siecle;16e siecle,44.084367, 0.339487"
Bonnay,Bourgogne-Franche-Comte,Doubs,Chateau,1er quart 18e siecle,47.3366267457, 6.05028933447
"Sorans-les-Breurey,Bourgogne-Franche-Comte,Haute-Saone,Chateau,1ere moitie 18e siecle;3e quart 19e siecle,47.3979582068, 6.04449890452"
"Chevigny,Bourgogne-Franche-Comte,Jura,Chateau,15e siecle;16e siecle,47.1762469352, 5.47807408835"
Ronno,Auvergne-Rhone-Alpes,Rhone,Chateau,2e quart 18e siecle,45.9857984456, 4.38710193855
"Athis,Grand Est,Marne,Chateau,17e siecle;18e siecle,49.0173494535, 4.12563100673"
Mouchy-le-Chatel,Hauts-de-France,Oise,Chateau,19e siecle,49.3268879852, 2.25521781921
"Fenetrange,Grand Est,Moselle,Chateau,14e siecle;2e moitie 16e siecle;3e quart 18e siecle,48.8461506752, 7.02103321658"
"Pissy,Hauts-de-France,Somme,Chateau,4e quart 17e siecle;18e siecle,49.8595346759, 2.12663804796"
Saint-Thome,Auvergne-Rhone-Alpes,Ardeche,Chateau,18e siecle,44.504915, 4.622337
"Aubigny-sur-Nere,Centre-Val de Loire,Cher,Chateau,1ere moitie 16e siecle;17e siecle,47.4887540798, 2.44113370423"
"Villers-Helon,Hauts-de-France,Aisne,Chateau,15e siecle;16e siecle;2e moitie 18e siecle,49.267953, 3.262083"
"Vauville,Normandie,Manche,Chateau,15e siecle;16e siecle,49.6357218796, -1.8512556691"
"Chazey-sur-Ain,Auvergne-Rhone-Alpes,Ain,Chateau,12e siecle;15e siecle;4e quart 19e siecle,45.8956462849, 5.25347537126"
Saint-Pee-sur-Nivelle,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Chateau,1er quart 15e siecle,43.3533631668, -1.54869733328
"Momas,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Chateau,16e siecle;17e siecle,43.4493145157, -0.444395638317"
Menessaire,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,17e siecle,47.1318961523, 4.14479138682
"Mont-Saint-Jean,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,12e siecle;15e siecle,47.2905860248, 4.39981351364"
"Etrabonne,Bourgogne-Franche-Comte,Doubs,Chateau,12e siecle;17e siecle,47.2339703585, 5.74285306384"
Dracy,Bourgogne-Franche-Comte,Yonne,Chateau,2e quart 18e siecle,47.7555993223, 3.25192664056
"Quintigny,Bourgogne-Franche-Comte,Jura,Chateau,16e siecle;1ere moitie 17e siecle;18e siecle,46.7335118624, 5.52670982353"
Grandchamp,Bourgogne-Franche-Comte,Yonne,Chateau,1er quart 17e siecle,47.80636, 3.153529
"Grandpre,Grand Est,Ardennes,Chateau,16e siecle;17e siecle,49.3418868657, 4.87110801813"
"Vault-de-Lugny,Bourgogne-Franche-Comte,Yonne,Chateau,14e siecle;16e siecle;17e siecle,47.4963951224, 3.85506073097"
"Montjoux,Auvergne-Rhone-Alpes,Drome,Chateau,15e siecle;16e siecle,44.492746, 5.100836"
"Sainte-Julie,Auvergne-Rhone-Alpes,Ain,Chateau,13e siecle;15e siecle;16e siecle,45.889980274, 5.27707230152"
Clefmont,Grand Est,Haute-Marne,Chateau,11e siecle,48.0961730464, 5.51238893695
Mantoche,Bourgogne-Franche-Comte,Haute-Saone,Chateau,18e siecle,47.4198981445, 5.53128513798
Chevilly,Centre-Val de Loire,Loiret,Chateau,2e quart 18e siecle,48.0241396536, 1.8623244533
"Pornic,Pays-de-la-Loire,Loire-Atlantique,Chateau,13e siecle;14e siecle;19e siecle,47.1143309613, -2.10561105409"
Faverges,Auvergne-Rhone-Alpes,Haute-Savoie,Chateau,13e siecle,45.7455745126, 6.29756818158
"Vianges,Bourgogne-Franche-Comte,Cote-d'Or,Chateau,15e siecle;17e siecle;18e siecle,47.1584820401, 4.32697805847"
Champlitte,Bourgogne-Franche-Comte,Haute-Saone,Chateau,2e moitie 18e siecle,47.6164214597, 5.51534037713
Nanc-les-Saint-Amour,Bourgogne-Franche-Comte,Jura,Chateau,16e siecle,46.4237453481, 5.36009686888
"Huppy,Hauts-de-France,Somme,Chateau,16e siecle;17e siecle,50.0277777644, 1.76784121068"
"Houville-la-Branche,Centre-Val de Loire,Eure-et-Loir,Chateau,17e siecle;18e siecle,48.4435956285, 1.63929681423"
Boury-en-Vexin,Hauts-de-France,Oise,Chateau,2e moitie 17e siecle,49.2399853638, 1.74172948857
Campagne-les-Hesdin,Hauts-de-France,Pas-de-Calais,Chateau,2e moitie 18e siecle,50.4004811646, 1.87866600296
"Echarcon,Ile-de-France,Essonne,Chateau,1ere moitie 18e siecle;19e siecle,48.569795046, 2.40723614226"
Duisans,Hauts-de-France,Pas-de-Calais,Chateau,1ere moitie 18e siecle,50.3107259281, 2.67789181267
La Houssaye-en-Brie,Ile-de-France,Seine-et-Marne,Chateau,17e siecle,48.751505702, 2.86929093694
Noisy-le-Roi,Ile-de-France,Yvelines,Chateau,2e quart 18e siecle,48.8429412282, 2.0653102556
Ribeaucourt,Hauts-de-France,Somme,Chateau,17e siecle,50.120160189, 2.11852102721
"Bernatre,Hauts-de-France,Somme,Chateau,14e siecle;15e siecle,50.1975326513, 2.09178511965"
Chilly-Mazarin,Ile-de-France,Essonne,Chateau,17e siecle,48.7017411147, 2.31337774073
